eligible_cells,n_groups,target_groups,objective,solver_status,decision_status,requested_groups,max_feasible_groups,group_shortfall,abstention_reasons,thresholds_relaxed,weakest_selected_soh,weakest_selected_rul_lower_cycles,largest_selected_resistance_growth,largest_selected_interval_width,decision_rul_basis,objective_comparability,mode,selected_cell_ids
89,8,8,-0.6514122945184679,Optimization terminated successfully. (HiGHS Status 7: Optimal),ACCEPT_FIXED_GROUPS,8,22,0,NONE,False,0.8451047529130955,73.83404473964669,0.38833903185171836,228366.86495818166,predicted_rul_median,WITHIN_MODE_ONLY_MODE_SPECIFIC_NORMALIZATION,POINT,T25_C0p5_D100_0;T25_C0p5_D100_2;T25_C0p5_D50_0;T25_C0p5_D50_1;T25_C0p5_D50_2;T25_C0p5_D50_3;T25_C0p5_D80_0;T25_C0p5_D80_2;T25_C1_D100_0;T25_C1_D50_0;T25_C1_D50_1;T25_C1_D50_2;T25_C1_D50_3;T25_C2_D100_2;T25_C2_D50_0;T25_C2_D50_1;T25_C2_D50_2;T25_C2_D50_3;T35_C0p5_D100_1;T35_C0p5_D100_3;T35_C0p5_D50_0;T35_C0p5_D50_1;T35_C0p5_D50_3;T35_C0p5_D80_1;T35_C0p5_D80_3;T35_C1_D50_1;T35_C2_D50_0;T35_C2_D80_2;T35_C2_D80_3;T45_C0p5_D50_1;T45_C0p5_D80_1;T45_C0p5_D80_2
41,8,8,0.16185430646257395,Optimization terminated successfully. (HiGHS Status 7: Optimal),ACCEPT_FIXED_GROUPS,8,10,0,NONE,False,0.8424516267994113,76.90636453778137,0.4178395207836425,2969.2435581384466,rul_lower_90,WITHIN_MODE_ONLY_MODE_SPECIFIC_NORMALIZATION,INTERVAL_RISK,T25_C0p5_D100_0;T25_C0p5_D100_1;T25_C0p5_D100_3;T25_C1_D100_0;T25_C1_D100_2;T25_C1_D100_3;T25_C2_D100_1;T25_C2_D100_3;T25_C2_D80_0;T25_C2_D80_2;T25_C2_D80_3;T35_C0p5_D100_1;T35_C0p5_D100_3;T35_C0p5_D80_0;T35_C0p5_D80_1;T35_C0p5_D80_3;T35_C1_D80_0;T35_C1_D80_2;T35_C1_D80_3;T35_C2_D80_1;T35_C2_D80_2;T35_C2_D80_3;T45_C0p5_D80_0;T45_C0p5_D80_1;T45_C0p5_D80_2;T45_C0p5_D80_3;T45_C1_D50_0;T45_C1_D50_3;T45_C1_D80_2;T45_C2_D50_0;T45_C2_D50_2;baseline_0
